district,state,district_census_code,state_census_code,total,rural,urban,indicator_number,indicator_name,indicator_category,total_filled,rural_filled,urban_filled,total_corrected,rural_corrected,urban_corrected
Baghpat,Uttar Pradesh,139,9,27.0,23.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),27.0,23.1,0,27.0,23.1,0
Ghaziabad,Uttar Pradesh,140,9,30.2,25,32.1,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),30.2,25,32.1,30.2,25,32.1
Gautam Buddha Nagar,Uttar Pradesh,141,9,29.8,25.5,31.9,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),29.8,25.5,31.9,29.8,25.5,31.9
Bulandshahr,Uttar Pradesh,142,9,19.3,15.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),19.3,15.1,0,19.3,15.1,0
Aligarh,Uttar Pradesh,143,9,18.7,13.6,27.5,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),18.7,13.6,27.5,18.7,13.6,27.5
Mahamaya Nagar,Uttar Pradesh,144,9,20.0,14.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),20.0,14.8,0,20.0,14.8,0
Mathura,Uttar Pradesh,145,9,22.3,16.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),22.3,16.8,0,22.3,16.8,0
Agra,Uttar Pradesh,146,9,21.5,12.2,30.4,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),21.5,12.2,30.4,21.5,12.2,30.4
Firozabad,Uttar Pradesh,147,9,15.6,10.1,24.2,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),15.6,10.1,24.2,15.6,10.1,24.2
Mainpuri,Uttar Pradesh,148,9,14.3,12.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),14.3,12.6,0,14.3,12.6,0
Budaun,Uttar Pradesh,149,9,14.2,9.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),14.2,9.3,0,14.2,9.3,0
Bareilly,Uttar Pradesh,150,9,20.9,15.7,28.3,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),20.9,15.7,28.3,20.9,15.7,28.3
Pilibhit,Uttar Pradesh,151,9,15.2,13.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),15.2,13.1,0,15.2,13.1,0
Shahjahanpur,Uttar Pradesh,152,9,17.0,14.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),17.0,14.2,0,17.0,14.2,0
Kheri,Uttar Pradesh,153,9,8.5,7.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),8.5,7.5,0,8.5,7.5,0
Sitapur,Uttar Pradesh,154,9,9.6,7.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),9.6,7.2,0,9.6,7.2,0
Hardoi,Uttar Pradesh,155,9,12.2,9.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),12.2,9.2,0,12.2,9.2,0
Unnao,Uttar Pradesh,156,9,13.2,11,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.2,11,0,13.2,11,0
Lucknow,Uttar Pradesh,157,9,22.5,10.5,28,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),22.5,10.5,28,22.5,10.5,28
Rae Bareli,Uttar Pradesh,158,9,11.0,9.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),11.0,9.4,0,11.0,9.4,0
Farrukhabad,Uttar Pradesh,159,9,15.3,11.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),15.3,11.9,0,15.3,11.9,0
Kannauj,Uttar Pradesh,160,9,13.5,11.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.5,11.7,0,13.5,11.7,0
Etawah,Uttar Pradesh,161,9,18.5,15.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),18.5,15.7,0,18.5,15.7,0
Auraiya,Uttar Pradesh,162,9,11.8,9.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),11.8,9.4,0,11.8,9.4,0
Kanpur Dehat,Uttar Pradesh,163,9,11.5,10.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),11.5,10.4,0,11.5,10.4,0
Kanpur Nagar,Uttar Pradesh,164,9,16.9,10.4,19.4,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),16.9,10.4,19.4,16.9,10.4,19.4
Jalaun,Uttar Pradesh,165,9,11.2,9.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),11.2,9.1,0,11.2,9.1,0
Jhansi,Uttar Pradesh,166,9,16.0,9.6,23.7,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),16.0,9.6,23.7,16.0,9.6,23.7
Lalitpur,Uttar Pradesh,167,9,8.3,6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),8.3,6,0,8.3,6,0
Hamirpur,Uttar Pradesh,168,9,6.7,4.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),6.7,4.4,0,6.7,4.4,0
Mahoba,Uttar Pradesh,169,9,8.6,6.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),8.6,6.5,0,8.6,6.5,0
Banda,Uttar Pradesh,170,9,8.3,6.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),8.3,6.4,0,8.3,6.4,0
Chitrakoot,Uttar Pradesh,171,9,7.3,6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),7.3,6,0,7.3,6,0
Fatehpur,Uttar Pradesh,172,9,10.0,9.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),10.0,9.4,0,10.0,9.4,0
Pratapgarh,Uttar Pradesh,173,9,12.0,10.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),12.0,10.9,0,12.0,10.9,0
Kaushambi,Uttar Pradesh,174,9,8.4,8.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),8.4,8.5,0,8.4,8.5,0
Allahabad,Uttar Pradesh,175,9,18.1,14.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),18.1,14.4,0,18.1,14.4,0
Bara Banki,Uttar Pradesh,176,9,13.8,11,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.8,11,0,13.8,11,0
Faizabad,Uttar Pradesh,177,9,14.9,13.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),14.9,13.4,0,14.9,13.4,0
Ambedkar Nagar,Uttar Pradesh,178,9,12.2,11.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),12.2,11.7,0,12.2,11.7,0
Sultanpur,Uttar Pradesh,179,9,14.3,12.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),14.3,12.3,0,14.3,12.3,0
Bahraich,Uttar Pradesh,180,9,10.5,9.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),10.5,9.1,0,10.5,9.1,0
Shrawasti,Uttar Pradesh,181,9,9.4,9.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),9.4,9.2,0,9.4,9.2,0
Balrampur,Uttar Pradesh,182,9,11.3,9.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),11.3,9.6,0,11.3,9.6,0
Gonda,Uttar Pradesh,183,9,12.7,12.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),12.7,12.1,0,12.7,12.1,0
Siddharthnagar,Uttar Pradesh,184,9,13.2,12.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.2,12.3,0,13.2,12.3,0
Basti,Uttar Pradesh,185,9,15.5,14.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),15.5,14.6,0,15.5,14.6,0
Sant Kabir Nagar,Uttar Pradesh,186,9,13.5,12.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.5,12.8,0,13.5,12.8,0
Maharajganj,Uttar Pradesh,187,9,14.0,13,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),14.0,13,0,14.0,13,0
Gorakhpur,Uttar Pradesh,188,9,20.0,15.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),20.0,15.1,0,20.0,15.1,0
Kushinagar,Uttar Pradesh,189,9,13.6,12.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.6,12.5,0,13.6,12.5,0
Deoria,Uttar Pradesh,190,9,17.3,16.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),17.3,16.1,0,17.3,16.1,0
Azamgarh,Uttar Pradesh,191,9,16.3,13.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),16.3,13.7,0,16.3,13.7,0
Mau,Uttar Pradesh,192,9,15.1,14.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),15.1,14.6,0,15.1,14.6,0
Ballia,Uttar Pradesh,193,9,16.9,16.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),16.9,16.8,0,16.9,16.8,0
Jaunpur,Uttar Pradesh,194,9,14.7,14.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),14.7,14.1,0,14.7,14.1,0
Ghazipur,Uttar Pradesh,195,9,13.4,11.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.4,11.8,0,13.4,11.8,0
Chandauli,Uttar Pradesh,196,9,14.1,12,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),14.1,12,0,14.1,12,0
Varanasi,Uttar Pradesh,197,9,18.1,13.2,23.3,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),18.1,13.2,23.3,18.1,13.2,23.3
Sant Ravidas Nagar,Uttar Pradesh,198,9,13.6,13.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.6,13.3,0,13.6,13.3,0
Mirzapur,Uttar Pradesh,199,9,13.3,11.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.3,11.5,0,13.3,11.5,0
Sonbhadra,Uttar Pradesh,200,9,13.2,8.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.2,8.2,0,13.2,8.2,0
Etah,Uttar Pradesh,201,9,17.4,14.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),17.4,14.3,0,17.4,14.3,0
Kanshiram Nagar,Uttar Pradesh,202,9,13.4,10.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.4,10.9,0,13.4,10.9,0
Pashchim Champaran,Bihar,203,10,13.6,9.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.6,9.8,0,13.6,9.8,0
Purba Champaran,Bihar,204,10,10.2,9.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),10.2,9.6,0,10.2,9.6,0
Sheohar,Bihar,205,10,9.6,9.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),9.6,9.4,0,9.6,9.4,0
Sitamarhi,Bihar,206,10,8.9,7.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),8.9,7.7,0,8.9,7.7,0
Madhubani,Bihar,207,10,8.9,8.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),8.9,8.9,0,8.9,8.9,0
Supaul,Bihar,208,10,5.6,5.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),5.6,5.6,0,5.6,5.6,0
Araria,Bihar,209,10,6.2,4.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),6.2,4.6,0,6.2,4.6,0
Kishanganj,Bihar,210,10,6.1,5.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),6.1,5.4,0,6.1,5.4,0
Purnia,Bihar,211,10,8.7,5.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),8.7,5.8,0,8.7,5.8,0
Katihar,Bihar,212,10,8.0,6.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),8.0,6.1,0,8.0,6.1,0
Madhepura,Bihar,213,10,8.3,7.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),8.3,7.2,0,8.3,7.2,0
Saharsa,Bihar,214,10,7.7,6.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),7.7,6.7,0,7.7,6.7,0
Darbhanga,Bihar,215,10,11.9,9.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),11.9,9.8,0,11.9,9.8,0
Muzaffarpur,Bihar,216,10,10.5,9.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),10.5,9.2,0,10.5,9.2,0
Gopalganj,Bihar,217,10,16.1,16.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),16.1,16.4,0,16.1,16.4,0
Siwan,Bihar,218,10,17.0,16,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),17.0,16,0,17.0,16,0
Saran,Bihar,219,10,18.1,17.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),18.1,17.1,0,18.1,17.1,0
Vaishali,Bihar,220,10,13.9,12.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.9,12.6,0,13.9,12.6,0
Samastipur,Bihar,221,10,8.4,7.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),8.4,7.5,0,8.4,7.5,0
Begusarai,Bihar,222,10,9.9,8.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),9.9,8.4,0,9.9,8.4,0
Khagaria,Bihar,223,10,10.7,10,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),10.7,10,0,10.7,10,0
Bhagalpur,Bihar,224,10,12.4,8.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),12.4,8.4,0,12.4,8.4,0
Banka,Bihar,225,10,6.2,6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),6.2,6,0,6.2,6,0
Munger,Bihar,226,10,16.1,12.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),16.1,12.7,0,16.1,12.7,0
Lakhisarai,Bihar,227,10,11.5,10.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),11.5,10.5,0,11.5,10.5,0
Sheikhpura,Bihar,228,10,10.7,9.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),10.7,9.3,0,10.7,9.3,0
Nalanda,Bihar,229,10,10.2,7.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),10.2,7.1,0,10.2,7.1,0
Patna,Bihar,230,10,19.5,12.3,25.7,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),19.5,12.3,25.7,19.5,12.3,25.7
Bhojpur,Bihar,231,10,14.4,12.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),14.4,12.3,0,14.4,12.3,0
Buxar,Bihar,232,10,17.2,14.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),17.2,14.7,0,17.2,14.7,0
Kaimur,Bihar,233,10,13.7,11.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.7,11.6,0,13.7,11.6,0
Rohtas,Bihar,234,10,15.5,13.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),15.5,13.5,0,15.5,13.5,0
Aurangabad,Bihar,235,10,12.2,10.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),12.2,10.7,0,12.2,10.7,0
Gaya,Bihar,236,10,11.1,9.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),11.1,9.6,0,11.1,9.6,0
Nawada,Bihar,237,10,11.0,9.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),11.0,9.5,0,11.0,9.5,0
Jamui,Bihar,238,10,7.0,6.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),7.0,6.9,0,7.0,6.9,0
Jehanabad,Bihar,239,10,10.9,9.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),10.9,9.5,0,10.9,9.5,0
Arwal,Bihar,240,10,7.8,7.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),7.8,7.8,0,7.8,7.8,0
North District,Sikkim,241,11,25.3,24.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),25.3,24.1,0,25.3,24.1,0
West District,Sikkim,242,11,22.8,22,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),22.8,22,0,22.8,22,0
South District,Sikkim,243,11,22.3,20.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),22.3,20.1,0,22.3,20.1,0
East District,Sikkim,244,11,30.8,26.5,34.3,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),30.8,26.5,34.3,30.8,26.5,34.3
Tawang,Arunachal Pradesh,245,12,28.6,28,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),28.6,28,0,28.6,28,0
West Kameng,Arunachal Pradesh,246,12,33.2,29.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),33.2,29.2,0,33.2,29.2,0
East Kameng,Arunachal Pradesh,247,12,16.9,15,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),16.9,15,0,16.9,15,0
Papumpare,Arunachal Pradesh,248,12,26.5,21.8,29.8,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),26.5,21.8,29.8,26.5,21.8,29.8
Upper Subansiri,Arunachal Pradesh,249,12,15.5,14.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),15.5,14.1,0,15.5,14.1,0
West Siang,Arunachal Pradesh,250,12,21.3,19.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),21.3,19.9,0,21.3,19.9,0
East Siang,Arunachal Pradesh,251,12,22.5,22.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),22.5,22.8,0,22.5,22.8,0
Upper Siang,Arunachal Pradesh,252,12,19.0,19.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),19.0,19.2,0,19.0,19.2,0
Changlang,Arunachal Pradesh,253,12,13.4,12.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),13.4,12.1,0,13.4,12.1,0
Tirap,Arunachal Pradesh,254,12,6.9,4.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),6.9,4.4,0,6.9,4.4,0
Lower Subansiri,Arunachal Pradesh,255,12,18.7,19.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),18.7,19.4,0,18.7,19.4,0
Kurung Kumey,Arunachal Pradesh,256,12,12.4,12.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),12.4,12.4,0,12.4,12.4,0
Dibang Valley,Arunachal Pradesh,257,12,25.8,25.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),25.8,25.8,0,25.8,25.8,0
Lower Dibang Valley,Arunachal Pradesh,258,12,16.5,15.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),16.5,15.9,0,16.5,15.9,0
Lohit,Arunachal Pradesh,259,12,15.8,13.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),15.8,13.1,0,15.8,13.1,0
Anjaw,Arunachal Pradesh,260,12,18.9,18.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),18.9,18.4,0,18.9,18.4,0
Mon,Nagaland,261,13,5.4,3.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),5.4,3.8,0,5.4,3.8,0
Mokokchung,Nagaland,262,13,22.1,19.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),22.1,19.9,0,22.1,19.9,0
Zunheboto,Nagaland,263,13,18.5,16.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),18.5,16.8,0,18.5,16.8,0
Wokha,Nagaland,264,13,12.4,8.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years),12.4,8.1,0,12.4,8.1,0
