district,state,district_census_code,state_census_code,total,rural,urban,indicator_number,indicator_name,indicator_category
Fatehpur,Uttar Pradesh,172,9,10,9.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Pratapgarh,Uttar Pradesh,173,9,12,10.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Kaushambi,Uttar Pradesh,174,9,8.4,8.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Allahabad,Uttar Pradesh,175,9,18.1,14.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Bara Banki,Uttar Pradesh,176,9,13.8,11,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Faizabad,Uttar Pradesh,177,9,14.9,13.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Ambedkar Nagar,Uttar Pradesh,178,9,12.2,11.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Sultanpur,Uttar Pradesh,179,9,14.3,12.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Bahraich,Uttar Pradesh,180,9,10.5,9.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Shrawasti,Uttar Pradesh,181,9,9.4,9.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Balrampur,Uttar Pradesh,182,9,11.3,9.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Gonda,Uttar Pradesh,183,9,12.7,12.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Siddharthnagar,Uttar Pradesh,184,9,13.2,12.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Basti,Uttar Pradesh,185,9,15.5,14.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Sant Kabir Nagar,Uttar Pradesh,186,9,13.5,12.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Maharajganj,Uttar Pradesh,187,9,14,13,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Gorakhpur,Uttar Pradesh,188,9,20,15.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Kushinagar,Uttar Pradesh,189,9,13.6,12.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Deoria,Uttar Pradesh,190,9,17.3,16.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Azamgarh,Uttar Pradesh,191,9,16.3,13.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Mau,Uttar Pradesh,192,9,15.1,14.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Ballia,Uttar Pradesh,193,9,16.9,16.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Jaunpur,Uttar Pradesh,194,9,14.7,14.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Ghazipur,Uttar Pradesh,195,9,13.4,11.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Chandauli,Uttar Pradesh,196,9,14.1,12,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Varanasi,Uttar Pradesh,197,9,18.1,13.2,23.3,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Sant Ravidas Nagar,Uttar Pradesh,198,9,13.6,13.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Mirzapur,Uttar Pradesh,199,9,13.3,11.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Sonbhadra,Uttar Pradesh,200,9,13.2,8.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Etah,Uttar Pradesh,201,9,17.4,14.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Kanshiram Nagar,Uttar Pradesh,202,9,13.4,10.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Pashchim Champaran,Bihar,203,10,13.6,9.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Purba Champaran,Bihar,204,10,10.2,9.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Sheohar,Bihar,205,10,9.6,9.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Sitamarhi,Bihar,206,10,8.9,7.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Madhubani,Bihar,207,10,8.9,8.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Supaul,Bihar,208,10,5.6,5.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Araria,Bihar,209,10,6.2,4.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Kishanganj,Bihar,210,10,6.1,5.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Purnia,Bihar,211,10,8.7,5.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Katihar,Bihar,212,10,8,6.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Madhepura,Bihar,213,10,8.3,7.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Saharsa,Bihar,214,10,7.7,6.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Darbhanga,Bihar,215,10,11.9,9.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Muzaffarpur,Bihar,216,10,10.5,9.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Gopalganj,Bihar,217,10,16.1,16.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Siwan,Bihar,218,10,17,16,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Saran,Bihar,219,10,18.1,17.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Vaishali,Bihar,220,10,13.9,12.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Samastipur,Bihar,221,10,8.4,7.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Begusarai,Bihar,222,10,9.9,8.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Khagaria,Bihar,223,10,10.7,10,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Bhagalpur,Bihar,224,10,12.4,8.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Banka,Bihar,225,10,6.2,6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Munger,Bihar,226,10,16.1,12.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Lakhisarai,Bihar,227,10,11.5,10.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Sheikhpura,Bihar,228,10,10.7,9.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Nalanda,Bihar,229,10,10.2,7.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Patna,Bihar,230,10,19.5,12.3,25.7,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Bhojpur,Bihar,231,10,14.4,12.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Buxar,Bihar,232,10,17.2,14.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Kaimur,Bihar,233,10,13.7,11.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Rohtas,Bihar,234,10,15.5,13.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Aurangabad,Bihar,235,10,12.2,10.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Gaya,Bihar,236,10,11.1,9.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Nawada,Bihar,237,10,11,9.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Jamui,Bihar,238,10,7,6.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Jehanabad,Bihar,239,10,10.9,9.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Arwal,Bihar,240,10,7.8,7.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
North District,Sikkim,241,11,25.3,24.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
West District,Sikkim,242,11,22.8,22,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
South District,Sikkim,243,11,22.3,20.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
East District,Sikkim,244,11,30.8,26.5,34.3,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Tawang,Arunachal Pradesh,245,12,28.6,28,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
West Kameng,Arunachal Pradesh,246,12,33.2,29.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
East Kameng,Arunachal Pradesh,247,12,16.9,15,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Papumpare,Arunachal Pradesh,248,12,26.5,21.8,29.8,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Upper Subansiri,Arunachal Pradesh,249,12,15.5,14.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
West Siang,Arunachal Pradesh,250,12,21.3,19.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
East Siang,Arunachal Pradesh,251,12,22.5,22.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Upper Siang,Arunachal Pradesh,252,12,19,19.2,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Changlang,Arunachal Pradesh,253,12,13.4,12.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Tirap,Arunachal Pradesh,254,12,6.9,4.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Lower Subansiri,Arunachal Pradesh,255,12,18.7,19.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Kurung Kumey,Arunachal Pradesh,256,12,12.4,12.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Dibang Valley,Arunachal Pradesh,257,12,25.8,25.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Lower Dibang Valley,Arunachal Pradesh,258,12,16.5,15.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Lohit,Arunachal Pradesh,259,12,15.8,13.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Anjaw,Arunachal Pradesh,260,12,18.9,18.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Mon,Nagaland,261,13,5.4,3.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Mokokchung,Nagaland,262,13,22.1,19.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Zunheboto,Nagaland,263,13,18.5,16.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Wokha,Nagaland,264,13,12.4,8.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Dimapur,Nagaland,265,13,22.6,22,23,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Phek,Nagaland,266,13,14.2,12.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Tuensang,Nagaland,267,13,7.1,4.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Longleng,Nagaland,268,13,6.8,6.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Kiphire,Nagaland,269,13,9,8.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Kohima,Nagaland,270,13,20.3,18.9,21.1,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Peren,Nagaland,271,13,19,15.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Senapati,Manipur,272,14,19,18.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Tamenglong,Manipur,273,14,12.4,11.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Churachandpur,Manipur,274,14,22.5,22,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Bishnupur,Manipur,275,14,24.5,23.4,25.5,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Thoubal,Manipur,276,14,25.8,22,31.2,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Imphal West,Manipur,277,14,30.7,25.5,33.6,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Imphal East,Manipur,278,14,30.8,28.6,33.4,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Ukhrul,Manipur,279,14,12,10.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Chandel,Manipur,280,14,24.4,23.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Mamit,Mizoram,281,15,12.7,11.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Kolasib,Mizoram,282,15,24.9,17.7,26.9,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Aizawl,Mizoram,283,15,26.8,,29.6,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Champhai,Mizoram,284,15,17.4,13,22.6,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Serchhip,Mizoram,285,15,19,10,22.3,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Lunglei,Mizoram,286,15,20.3,14.9,26.7,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Lawngtlai,Mizoram,287,15,10.2,8.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Saiha,Mizoram,288,15,9.4,6.8,11.5,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
West Tripura,Tripura,289,16,18.4,14.2,23.9,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
South Tripura,Tripura,290,16,13.6,12.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Dhalai,Tripura,291,16,13.5,12.3,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
North Tripura,Tripura,292,16,13.7,10.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
West Garo Hills,Meghalaya,293,17,10.8,10.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
East Garo Hills,Meghalaya,294,17,8.7,9.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
South Garo Hills,Meghalaya,295,17,14.2,13.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
West Khasi Hills,Meghalaya,296,17,8.2,7.7,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Ribhoi,Meghalaya,297,17,10.5,10,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
East Khasi Hills,Meghalaya,298,17,16.7,11.1,21.4,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Jaintia Hills,Meghalaya,299,17,10.4,10.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Kokrajhar,Assam,300,18,11.9,10.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Dhubri,Assam,301,18,9.4,6.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Goalpara,Assam,302,18,11.6,9.6,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Barpeta,Assam,303,18,12,11.5,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Morigaon,Assam,304,18,11,9.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Nagaon,Assam,305,18,17.1,14.8,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Sonitpur,Assam,306,18,12.9,11.1,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Lakhimpur,Assam,307,18,15.5,13.4,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
Dhemaji,Assam,308,18,12.4,11.9,,74,Women who are overweight or obese (BMI >= 25.0 kg/m^2) (%),Nutritional Status of Adults (age 15-49 years)
